


################################################################################
################################################################################
			Nova Captura
2017-10-05 13:31:44.262962
2017-10-05 13:31:44.296964
2017-10-05 13:31:44.373968
2017-10-05 13:31:44.398970
2017-10-05 13:31:44.428972
2017-10-05 13:31:44.464974
2017-10-05 13:31:44.497975
2017-10-05 13:31:44.528977
2017-10-05 13:31:44.561979
2017-10-05 13:31:44.602981
2017-10-05 13:31:44.638984
2017-10-05 13:31:44.667985
2017-10-05 13:31:44.696987
2017-10-05 13:31:44.730989
2017-10-05 13:31:44.764991
2017-10-05 13:31:44.798993
2017-10-05 13:31:44.829994
2017-10-05 13:31:44.869997
2017-10-05 13:31:44.902999
2017-10-05 13:31:44.932000
2017-10-05 13:31:44.964002
2017-10-05 13:31:44.996004
2017-10-05 13:31:45.030006
2017-10-05 13:31:45.064008
2017-10-05 13:31:45.096010
2017-10-05 13:31:45.138012
2017-10-05 13:31:45.208016
2017-10-05 13:31:45.230017
2017-10-05 13:31:45.263019
2017-10-05 13:31:45.300021
2017-10-05 13:31:45.334023
2017-10-05 13:31:45.364025
2017-10-05 13:31:45.397027
2017-10-05 13:31:45.438029
2017-10-05 13:31:45.471031
2017-10-05 13:31:45.505033
2017-10-05 13:31:45.530034
2017-10-05 13:31:45.566037
2017-10-05 13:31:45.640041
2017-10-05 13:31:45.644041
2017-10-05 13:31:45.664042
2017-10-05 13:31:45.698044
2017-10-05 13:31:45.735046
2017-10-05 13:31:45.766048
2017-10-05 13:31:45.798050
2017-10-05 13:31:45.831052
2017-10-05 13:31:45.870054
2017-10-05 13:31:45.914056
2017-10-05 13:31:45.930057
2017-10-05 13:31:45.964059
2017-10-05 13:31:46.003062
2017-10-05 13:31:46.036063
2017-10-05 13:31:46.064065
2017-10-05 13:31:46.100067
2017-10-05 13:31:46.133069
2017-10-05 13:31:46.166071
2017-10-05 13:31:46.197073
2017-10-05 13:31:46.275077
2017-10-05 13:31:46.298078
2017-10-05 13:31:46.331080
2017-10-05 13:31:46.364082
2017-10-05 13:31:46.407085
2017-10-05 13:31:46.432086
2017-10-05 13:31:46.488089
2017-10-05 13:31:46.502090
2017-10-05 13:31:46.610096
2017-10-05 13:31:46.685101
2017-10-05 13:31:46.689101
2017-10-05 13:31:46.764105
2017-10-05 13:31:46.846110
2017-10-05 13:31:47.841167
2017-10-05 13:31:47.878169
2017-10-05 13:31:47.900170
2017-10-05 13:31:47.932172
2017-10-05 13:31:47.966174
2017-10-05 13:31:48.000176
2017-10-05 13:31:48.033178
2017-10-05 13:31:48.089181
2017-10-05 13:31:48.116182
2017-10-05 13:31:48.137184
2017-10-05 13:31:48.166185
2017-10-05 13:31:48.199187
2017-10-05 13:31:48.240190
2017-10-05 13:31:48.290192
2017-10-05 13:31:48.312194
2017-10-05 13:31:48.333195
2017-10-05 13:31:48.366197
2017-10-05 13:31:48.406199
2017-10-05 13:31:48.439201
2017-10-05 13:31:48.476203
2017-10-05 13:31:48.507205
2017-10-05 13:31:48.537206
2017-10-05 13:31:48.567208
2017-10-05 13:31:48.600210
2017-10-05 13:31:48.640212
2017-10-05 13:31:48.667214
2017-10-05 13:31:48.700216
2017-10-05 13:31:48.735218
2017-10-05 13:31:48.768220
2017-10-05 13:31:48.801222
2017-10-05 13:31:48.834223
2017-10-05 13:31:48.869225
2017-10-05 13:31:48.903227
2017-10-05 13:31:48.935229
2017-10-05 13:31:48.970231
2017-10-05 13:31:49.000233
2017-10-05 13:31:49.034235
2017-10-05 13:31:49.077237
2017-10-05 13:31:49.100239
2017-10-05 13:31:49.135241
2017-10-05 13:31:49.167243
2017-10-05 13:31:49.203245
2017-10-05 13:31:49.236246
2017-10-05 13:31:49.274249
2017-10-05 13:31:49.317251
2017-10-05 13:31:49.341252
2017-10-05 13:31:49.369254
2017-10-05 13:31:49.407256
2017-10-05 13:31:49.441258
2017-10-05 13:31:49.469260
2017-10-05 13:31:49.503262
2017-10-05 13:31:49.538264
2017-10-05 13:31:49.570266
2017-10-05 13:31:49.603267
2017-10-05 13:31:49.635269
2017-10-05 13:31:49.667271
2017-10-05 13:31:49.701273
2017-10-05 13:31:49.745276
2017-10-05 13:31:49.777277
2017-10-05 13:31:49.803279
2017-10-05 13:31:49.842281
2017-10-05 13:31:49.869283
2017-10-05 13:31:49.902285
2017-10-05 13:31:49.957288
2017-10-05 13:31:49.980289
2017-10-05 13:31:50.003290
2017-10-05 13:31:50.048293
2017-10-05 13:31:50.068294
2017-10-05 13:31:50.101296
2017-10-05 13:31:50.136298
2017-10-05 13:31:50.170300
2017-10-05 13:31:50.204302
2017-10-05 13:31:50.235304
2017-10-05 13:31:50.277306
2017-10-05 13:31:50.305308
2017-10-05 13:31:50.343310
2017-10-05 13:31:50.369311
2017-10-05 13:31:50.403313
2017-10-05 13:31:50.436315
2017-10-05 13:31:50.469317
2017-10-05 13:31:50.502319
2017-10-05 13:31:50.538321
2017-10-05 13:31:50.571323
2017-10-05 13:31:50.603325
2017-10-05 13:31:50.637327
2017-10-05 13:31:50.670329
2017-10-05 13:31:50.708331
2017-10-05 13:31:50.737332
2017-10-05 13:31:50.771334
2017-10-05 13:31:50.804336
2017-10-05 13:31:50.858339
2017-10-05 13:31:50.896341
2017-10-05 13:31:50.903342
2017-10-05 13:31:50.935344
2017-10-05 13:31:50.969346
2017-10-05 13:31:51.007348
2017-10-05 13:31:51.077352
2017-10-05 13:31:51.136355
2017-10-05 13:31:51.145356
2017-10-05 13:31:51.170357
2017-10-05 13:31:51.203359
2017-10-05 13:31:51.236361
2017-10-05 13:31:51.269363
2017-10-05 13:31:51.302365
2017-10-05 13:31:51.341367
2017-10-05 13:31:51.374369
2017-10-05 13:31:51.402370
2017-10-05 13:31:51.457374
2017-10-05 13:31:51.472374
2017-10-05 13:31:51.545379
2017-10-05 13:31:51.609382
2017-10-05 13:31:51.610382
2017-10-05 13:31:51.616383
2017-10-05 13:31:51.775392
2017-10-05 13:31:51.794393
2017-10-05 13:31:51.935401
2017-10-05 13:31:52.775449
2017-10-05 13:31:52.807451
2017-10-05 13:31:52.844453
2017-10-05 13:31:52.873455
2017-10-05 13:31:52.906456
2017-10-05 13:31:52.938458
2017-10-05 13:31:52.985461
2017-10-05 13:31:53.005462
2017-10-05 13:31:53.038464
2017-10-05 13:31:53.077466
2017-10-05 13:31:53.107468
2017-10-05 13:31:53.146470
2017-10-05 13:31:53.178472
2017-10-05 13:31:53.211474
2017-10-05 13:31:53.238475
2017-10-05 13:31:53.285478
2017-10-05 13:31:53.305479
2017-10-05 13:31:53.338481
2017-10-05 13:31:53.372483
2017-10-05 13:31:53.405485
2017-10-05 13:31:53.439487
2017-10-05 13:31:53.474489
2017-10-05 13:31:53.510491
2017-10-05 13:31:53.546493
2017-10-05 13:31:53.579495
2017-10-05 13:31:53.609497
2017-10-05 13:31:53.665500
2017-10-05 13:31:53.827509
2017-10-05 13:31:54.085524
2017-10-05 13:31:54.091524
2017-10-05 13:31:54.115526
2017-10-05 13:31:55.041579
2017-10-05 13:31:55.074580
2017-10-05 13:31:55.107582
2017-10-05 13:31:55.140584
2017-10-05 13:31:55.174586
2017-10-05 13:31:55.207588
2017-10-05 13:31:55.247590
2017-10-05 13:31:55.280592
2017-10-05 13:31:55.309594
2017-10-05 13:31:55.343596
2017-10-05 13:31:55.376598
2017-10-05 13:31:55.409600
2017-10-05 13:31:55.443602
2017-10-05 13:31:55.476603
2017-10-05 13:31:55.509605
2017-10-05 13:31:55.547607
2017-10-05 13:31:55.574609
2017-10-05 13:31:55.608611
2017-10-05 13:31:55.642613
2017-10-05 13:31:55.674615
2017-10-05 13:31:55.707617
2017-10-05 13:31:55.741619
2017-10-05 13:31:55.774620
2017-10-05 13:31:55.808622
2017-10-05 13:31:55.844624
2017-10-05 13:31:55.883627
2017-10-05 13:31:55.909628
2017-10-05 13:31:55.942630
2017-10-05 13:31:55.975632
2017-10-05 13:31:56.009634
2017-10-05 13:31:56.042636
2017-10-05 13:31:56.077638
2017-10-05 13:31:56.108640
2017-10-05 13:31:56.143642
2017-10-05 13:31:56.175643
2017-10-05 13:31:56.208645
2017-10-05 13:31:56.241647
2017-10-05 13:31:56.275649
2017-10-05 13:31:56.308651
2017-10-05 13:31:56.344653
2017-10-05 13:31:56.389656
2017-10-05 13:31:56.409657
2017-10-05 13:31:56.442659
2017-10-05 13:31:56.482661
2017-10-05 13:31:56.515663
2017-10-05 13:31:56.551665
2017-10-05 13:31:56.577666
2017-10-05 13:31:56.611668
2017-10-05 13:31:56.643670
2017-10-05 13:31:56.677672
2017-10-05 13:31:56.715674
2017-10-05 13:31:56.752676
2017-10-05 13:31:56.778678
2017-10-05 13:31:56.809680
2017-10-05 13:31:56.843682
2017-10-05 13:31:56.879684
2017-10-05 13:31:56.911685
2017-10-05 13:31:56.942687
2017-10-05 13:31:56.978689
2017-10-05 13:31:57.014691
2017-10-05 13:31:57.044693
2017-10-05 13:31:57.082695
2017-10-05 13:31:57.116697
2017-10-05 13:31:57.161700
2017-10-05 13:31:57.177701
2017-10-05 13:31:57.210703
2017-10-05 13:31:57.243704
2017-10-05 13:31:57.277706
2017-10-05 13:31:57.315709
2017-10-05 13:31:57.345710
2017-10-05 13:31:57.380712
2017-10-05 13:31:57.410714
2017-10-05 13:31:57.446716
2017-10-05 13:31:57.479718
2017-10-05 13:31:57.513720
2017-10-05 13:31:57.545722
2017-10-05 13:31:57.579724
2017-10-05 13:31:57.611726
2017-10-05 13:31:57.646728
2017-10-05 13:31:57.678729
2017-10-05 13:31:57.711731
2017-10-05 13:31:57.745733
2017-10-05 13:31:57.778735
2017-10-05 13:31:57.810737
2017-10-05 13:31:57.843739
2017-10-05 13:31:57.877741
2017-10-05 13:31:57.910743
2017-10-05 13:31:57.943745
2017-10-05 13:31:57.977746
2017-10-05 13:31:58.014749
2017-10-05 13:31:58.051751
2017-10-05 13:31:58.089753
2017-10-05 13:31:58.110754
2017-10-05 13:31:58.148756
2017-10-05 13:31:58.177758
2017-10-05 13:31:58.210760
2017-10-05 13:31:58.250762
2017-10-05 13:31:58.284764
2017-10-05 13:31:58.317766
2017-10-05 13:31:58.350768
2017-10-05 13:31:58.383770
2017-10-05 13:31:58.413771
2017-10-05 13:31:58.450774
2017-10-05 13:31:58.480775
2017-10-05 13:31:58.513777
2017-10-05 13:31:58.548779
2017-10-05 13:31:58.580781
2017-10-05 13:31:58.613783
2017-10-05 13:31:58.654785
2017-10-05 13:31:58.678787
2017-10-05 13:31:58.711788
2017-10-05 13:31:58.746790
2017-10-05 13:31:58.778792
2017-10-05 13:31:58.810794
2017-10-05 13:31:58.847796
2017-10-05 13:31:58.880798
2017-10-05 13:31:58.918800
2017-10-05 13:31:58.944802
2017-10-05 13:31:58.977804
2017-10-05 13:31:59.014806
2017-10-05 13:31:59.046808
2017-10-05 13:31:59.079809
2017-10-05 13:31:59.111811
2017-10-05 13:31:59.148813
2017-10-05 13:31:59.178815
2017-10-05 13:31:59.217817
2017-10-05 13:31:59.249819
2017-10-05 13:31:59.282821
2017-10-05 13:31:59.316823
2017-10-05 13:31:59.348825
2017-10-05 13:31:59.384827
2017-10-05 13:31:59.414829
2017-10-05 13:31:59.448831
2017-10-05 13:31:59.480832
2017-10-05 13:31:59.513834
2017-10-05 13:31:59.548836
2017-10-05 13:31:59.580838
2017-10-05 13:31:59.613840
2017-10-05 13:31:59.646842
2017-10-05 13:31:59.680844
2017-10-05 13:31:59.714846
2017-10-05 13:31:59.745848
2017-10-05 13:31:59.779850
2017-10-05 13:31:59.812851
2017-10-05 13:31:59.846853
2017-10-05 13:31:59.879855
2017-10-05 13:31:59.914857
2017-10-05 13:31:59.946859
2017-10-05 13:31:59.983861
2017-10-05 13:32:00.021863
2017-10-05 13:32:00.049865
2017-10-05 13:32:00.079867
2017-10-05 13:32:00.114869
2017-10-05 13:32:00.149871
2017-10-05 13:32:00.181873
2017-10-05 13:32:00.215874
2017-10-05 13:32:00.247876
2017-10-05 13:32:00.279878
2017-10-05 13:32:00.313880
2017-10-05 13:32:00.346882
2017-10-05 13:32:00.379884
2017-10-05 13:32:00.413886
2017-10-05 13:32:00.445888
2017-10-05 13:32:00.484890
2017-10-05 13:32:00.515892
2017-10-05 13:32:00.546893
2017-10-05 13:32:00.584896
2017-10-05 13:32:00.618898
2017-10-05 13:32:00.660900
2017-10-05 13:32:00.680901
2017-10-05 13:32:00.713903
2017-10-05 13:32:00.749905
2017-10-05 13:32:00.780907
2017-10-05 13:32:00.813909
2017-10-05 13:32:00.848911
2017-10-05 13:32:00.881913
2017-10-05 13:32:00.917915
2017-10-05 13:32:00.946916
2017-10-05 13:32:00.979918
2017-10-05 13:32:01.012920
2017-10-05 13:32:01.046922
2017-10-05 13:32:01.079924
2017-10-05 13:32:01.116926
2017-10-05 13:32:01.156928
2017-10-05 13:32:01.180930
2017-10-05 13:32:01.214932
2017-10-05 13:32:01.247934
2017-10-05 13:32:01.280935
2017-10-05 13:32:01.314937
2017-10-05 13:32:01.347939
2017-10-05 13:32:01.383941
2017-10-05 13:32:01.419943
2017-10-05 13:32:01.446945
2017-10-05 13:32:01.486947
2017-10-05 13:32:01.520949
2017-10-05 13:32:01.553951
2017-10-05 13:32:01.586953
2017-10-05 13:32:01.622955
2017-10-05 13:32:01.650957
2017-10-05 13:32:01.681958
2017-10-05 13:32:01.714960
2017-10-05 13:32:01.748962
2017-10-05 13:32:01.786964
2017-10-05 13:32:01.820966
2017-10-05 13:32:01.852968
2017-10-05 13:32:01.885970
2017-10-05 13:32:01.921972
2017-10-05 13:32:01.949974
2017-10-05 13:32:01.982976
2017-10-05 13:32:02.019978
2017-10-05 13:32:02.051979
2017-10-05 13:32:02.084981
2017-10-05 13:32:02.114983
2017-10-05 13:32:02.147985
2017-10-05 13:32:02.180987
2017-10-05 13:32:02.214989
2017-10-05 13:32:02.259991
2017-10-05 13:32:02.281993
2017-10-05 13:32:02.314995
2017-10-05 13:32:02.347996
2017-10-05 13:32:02.380998
2017-10-05 13:32:02.431001
2017-10-05 13:32:02.449002
2017-10-05 13:32:02.482004
2017-10-05 13:32:02.516006
2017-10-05 13:32:02.549008
2017-10-05 13:32:02.583010
2017-10-05 13:32:02.616012
2017-10-05 13:32:02.649014
2017-10-05 13:32:02.683016
2017-10-05 13:32:02.722018
2017-10-05 13:32:02.750019
2017-10-05 13:32:02.782021
2017-10-05 13:32:02.815023
2017-10-05 13:32:02.853025
2017-10-05 13:32:02.883027
2017-10-05 13:32:02.915029
2017-10-05 13:32:02.949031
2017-10-05 13:32:02.982033
2017-10-05 13:32:03.018035
2017-10-05 13:32:03.057037
2017-10-05 13:32:03.082038
2017-10-05 13:32:03.116040
2017-10-05 13:32:03.152042
2017-10-05 13:32:03.185044
2017-10-05 13:32:03.217046
2017-10-05 13:32:03.256048
2017-10-05 13:32:03.291050
2017-10-05 13:32:03.326052
2017-10-05 13:32:03.352054
2017-10-05 13:32:03.382056
2017-10-05 13:32:03.418058
2017-10-05 13:32:03.449059
2017-10-05 13:32:03.488062
2017-10-05 13:32:03.518063
2017-10-05 13:32:03.556066
2017-10-05 13:32:03.589067
2017-10-05 13:32:03.624069
2017-10-05 13:32:03.656071
2017-10-05 13:32:03.689073
2017-10-05 13:32:03.720075
2017-10-05 13:32:03.753077
2017-10-05 13:32:03.787079
2017-10-05 13:32:03.820081
2017-10-05 13:32:03.854083
2017-10-05 13:32:03.885084
2017-10-05 13:32:03.925087
2017-10-05 13:32:03.951088
2017-10-05 13:32:03.985090
2017-10-05 13:32:04.018092
2017-10-05 13:32:04.064095
2017-10-05 13:32:04.088096
2017-10-05 13:32:04.118098
2017-10-05 13:32:04.203103
2017-10-05 13:32:04.217103
2017-10-05 13:32:04.251105
2017-10-05 13:32:04.284107
2017-10-05 13:32:04.316109
2017-10-05 13:32:04.353111
2017-10-05 13:32:04.387113
2017-10-05 13:32:04.417115
2017-10-05 13:32:04.450117
2017-10-05 13:32:04.484119
2017-10-05 13:32:04.517120
2017-10-05 13:32:04.552122
2017-10-05 13:32:04.586124
2017-10-05 13:32:04.619126
2017-10-05 13:32:04.652128
2017-10-05 13:32:04.714132
2017-10-05 13:32:04.720132
2017-10-05 13:32:04.754134
2017-10-05 13:32:04.785136
2017-10-05 13:32:04.818138
2017-10-05 13:32:04.852140
2017-10-05 13:32:04.888142
2017-10-05 13:32:04.922144
2017-10-05 13:32:04.955146
2017-10-05 13:32:04.985147
2017-10-05 13:32:05.019149
2017-10-05 13:32:05.052151
2017-10-05 13:32:05.085153
2017-10-05 13:32:05.121155
2017-10-05 13:32:05.152157
2017-10-05 13:32:05.186159
2017-10-05 13:32:05.218161
2017-10-05 13:32:05.254163
2017-10-05 13:32:05.285164
2017-10-05 13:32:05.318166
2017-10-05 13:32:05.357169
2017-10-05 13:32:05.385170
2017-10-05 13:32:05.440173
2017-10-05 13:32:05.451174
2017-10-05 13:32:05.486176
2017-10-05 13:32:05.518178
2017-10-05 13:32:05.552180
2017-10-05 13:32:05.588182
2017-10-05 13:32:05.620184
2017-10-05 13:32:05.657186
2017-10-05 13:32:05.691188
2017-10-05 13:32:05.742191
2017-10-05 13:32:05.752191
2017-10-05 13:32:05.785193
2017-10-05 13:32:05.818195
2017-10-05 13:32:05.851197
2017-10-05 13:32:05.884199
2017-10-05 13:32:05.919201
2017-10-05 13:32:05.953203
2017-10-05 13:32:05.986205
2017-10-05 13:32:06.029207
2017-10-05 13:32:06.114212
2017-10-05 13:32:06.123212
2017-10-05 13:32:06.152214
2017-10-05 13:32:06.192216
2017-10-05 13:32:06.222218
2017-10-05 13:32:06.253220
2017-10-05 13:32:06.291222
2017-10-05 13:32:06.325224
2017-10-05 13:32:06.359226
2017-10-05 13:32:06.395228
2017-10-05 13:32:06.422229
2017-10-05 13:32:06.458232
2017-10-05 13:32:06.488233
2017-10-05 13:32:06.521235
2017-10-05 13:32:06.555237
2017-10-05 13:32:06.589239
2017-10-05 13:32:06.622241
2017-10-05 13:32:06.656243
2017-10-05 13:32:06.689245
2017-10-05 13:32:06.733247
2017-10-05 13:32:06.752248
2017-10-05 13:32:06.786250
2017-10-05 13:32:06.827253
2017-10-05 13:32:06.859254
2017-10-05 13:32:06.893256
2017-10-05 13:32:06.925258
2017-10-05 13:32:06.959260
2017-10-05 13:32:06.989262
2017-10-05 13:32:07.022264
2017-10-05 13:32:07.106269
2017-10-05 13:32:07.119269
2017-10-05 13:32:07.158272
2017-10-05 13:32:07.191273
2017-10-05 13:32:07.222275
2017-10-05 13:32:07.254277
2017-10-05 13:32:07.288279
2017-10-05 13:32:07.321281
2017-10-05 13:32:07.359283
2017-10-05 13:32:07.388285
2017-10-05 13:32:07.427287
2017-10-05 13:32:07.481290
2017-10-05 13:32:07.488290
2017-10-05 13:32:07.523292
2017-10-05 13:32:07.555294
2017-10-05 13:32:07.587296
2017-10-05 13:32:07.622298
2017-10-05 13:32:07.656300
2017-10-05 13:32:07.688302
2017-10-05 13:32:07.722304
2017-10-05 13:32:07.756306
2017-10-05 13:32:07.789308
2017-10-05 13:32:07.822310
2017-10-05 13:32:07.857312
2017-10-05 13:32:07.889313
2017-10-05 13:32:07.923315
2017-10-05 13:32:07.964318
2017-10-05 13:32:07.990319
2017-10-05 13:32:08.021321
2017-10-05 13:32:08.055323
2017-10-05 13:32:08.088325
2017-10-05 13:32:08.121327
2017-10-05 13:32:08.154329
2017-10-05 13:32:08.187330
2017-10-05 13:32:08.221332
2017-10-05 13:32:08.254334
2017-10-05 13:32:08.292336
2017-10-05 13:32:08.325338
2017-10-05 13:32:08.359340
2017-10-05 13:32:08.394342
2017-10-05 13:32:08.435345
2017-10-05 13:32:08.467346
2017-10-05 13:32:08.488348
2017-10-05 13:32:08.521350
2017-10-05 13:32:08.557352
2017-10-05 13:32:08.592354
2017-10-05 13:32:08.628356
2017-10-05 13:32:08.665358
2017-10-05 13:32:08.689359
2017-10-05 13:32:08.721361
2017-10-05 13:32:08.755363
2017-10-05 13:32:08.789365
2017-10-05 13:32:08.825367
2017-10-05 13:32:08.855369
2017-10-05 13:32:08.889371
2017-10-05 13:32:08.927373
2017-10-05 13:32:08.960375
2017-10-05 13:32:08.999377
2017-10-05 13:32:09.021378
2017-10-05 13:32:09.058380
2017-10-05 13:32:09.090382
2017-10-05 13:32:09.128384
2017-10-05 13:32:09.156386
2017-10-05 13:32:09.195388
2017-10-05 13:32:09.228390
2017-10-05 13:32:09.257392
2017-10-05 13:32:09.290394
2017-10-05 13:32:09.324395
2017-10-05 13:32:09.358397
2017-10-05 13:32:09.396400
2017-10-05 13:32:09.423401
2017-10-05 13:32:09.456403
2017-10-05 13:32:09.489405
2017-10-05 13:32:09.523407
2017-10-05 13:32:09.557409
2017-10-05 13:32:09.595411
2017-10-05 13:32:09.622413
2017-10-05 13:32:09.656414
2017-10-05 13:32:09.696417
2017-10-05 13:32:09.725418
2017-10-05 13:32:09.757420
2017-10-05 13:32:09.834425
2017-10-05 13:32:09.857426
2017-10-05 13:32:09.902429
2017-10-05 13:32:09.955432
2017-10-05 13:32:09.984433
2017-10-05 13:32:10.243448
2017-10-05 13:32:11.243505
2017-10-05 13:32:11.411515
2017-10-05 13:32:11.438516
2017-10-05 13:32:11.459518
2017-10-05 13:32:11.494520
2017-10-05 13:32:11.524521
2017-10-05 13:32:11.558523
2017-10-05 13:32:11.599526
2017-10-05 13:32:11.634528
2017-10-05 13:32:11.664529
2017-10-05 13:32:11.711532
2017-10-05 13:32:11.729533
2017-10-05 13:32:11.758535
2017-10-05 13:32:11.791537
2017-10-05 13:32:11.827539
2017-10-05 13:32:11.859540
2017-10-05 13:32:11.914544
2017-10-05 13:32:11.924544
2017-10-05 13:32:11.957546
2017-10-05 13:32:11.997548
2017-10-05 13:32:12.025550
2017-10-05 13:32:12.058552
2017-10-05 13:32:12.091554
2017-10-05 13:32:12.126556
2017-10-05 13:32:12.159558
2017-10-05 13:32:12.193560
2017-10-05 13:32:12.225561
2017-10-05 13:32:12.259563
2017-10-05 13:32:12.292565
2017-10-05 13:32:12.325567
2017-10-05 13:32:12.359569
2017-10-05 13:32:12.392571
2017-10-05 13:32:12.425573
2017-10-05 13:32:12.459575
2017-10-05 13:32:12.495577
2017-10-05 13:32:12.526579
2017-10-05 13:32:12.569581
2017-10-05 13:32:12.592582
2017-10-05 13:32:12.626584
2017-10-05 13:32:12.659586
2017-10-05 13:32:12.697588
2017-10-05 13:32:12.730590
2017-10-05 13:32:12.764592
2017-10-05 13:32:12.792594
2017-10-05 13:32:12.828596
2017-10-05 13:32:12.861598
2017-10-05 13:32:12.940602
2017-10-05 13:32:12.943602
2017-10-05 13:32:12.960603
2017-10-05 13:32:12.992605
2017-10-05 13:32:13.029607
2017-10-05 13:32:13.060609
2017-10-05 13:32:13.092611
2017-10-05 13:32:13.128613
2017-10-05 13:32:13.159615
2017-10-05 13:32:13.193617
2017-10-05 13:32:13.230619
2017-10-05 13:32:13.271621
2017-10-05 13:32:13.294623
2017-10-05 13:32:13.329625
2017-10-05 13:32:13.365627
2017-10-05 13:32:13.433630
2017-10-05 13:32:13.463632
2017-10-05 13:32:13.493634
2017-10-05 13:32:13.525636
2017-10-05 13:32:13.560638
2017-10-05 13:32:13.593640
2017-10-05 13:32:13.625641
2017-10-05 13:32:13.660643
2017-10-05 13:32:13.702646
2017-10-05 13:32:14.001663
2017-10-05 13:32:15.001720
2017-10-05 13:32:15.167730
2017-10-05 13:32:15.201732
2017-10-05 13:32:15.230733
2017-10-05 13:32:15.263735
2017-10-05 13:32:15.302737
2017-10-05 13:32:15.327739
2017-10-05 13:32:15.360741
2017-10-05 13:32:15.402743
2017-10-05 13:32:15.431745
2017-10-05 13:32:15.465747
2017-10-05 13:32:15.495748
2017-10-05 13:32:15.534751
2017-10-05 13:32:15.562752
2017-10-05 13:32:15.601754
2017-10-05 13:32:15.630756
2017-10-05 13:32:15.664758
2017-10-05 13:32:15.697760
2017-10-05 13:32:15.735762
2017-10-05 13:32:15.767764
2017-10-05 13:32:15.796766
2017-10-05 13:32:15.833768
2017-10-05 13:32:15.863769
2017-10-05 13:32:15.894771
2017-10-05 13:32:15.929773
2017-10-05 13:32:15.962775
2017-10-05 13:32:15.996777
2017-10-05 13:32:16.029779
2017-10-05 13:32:16.062781
2017-10-05 13:32:16.094783
2017-10-05 13:32:16.132785
2017-10-05 13:32:16.163787
2017-10-05 13:32:16.195788
2017-10-05 13:32:16.230790
2017-10-05 13:32:16.272793
2017-10-05 13:32:16.296794
2017-10-05 13:32:16.336797
2017-10-05 13:32:16.363798
2017-10-05 13:32:16.396800
2017-10-05 13:32:16.436802
2017-10-05 13:32:16.525807
2017-10-05 13:32:16.658815
2017-10-05 13:32:17.658872
2017-10-05 13:32:18.138900
2017-10-05 13:32:18.164901
2017-10-05 13:32:18.202903
2017-10-05 13:32:18.235905
2017-10-05 13:32:18.286908
2017-10-05 13:32:18.306909
2017-10-05 13:32:18.331911
2017-10-05 13:32:18.363912
2017-10-05 13:32:18.406915
2017-10-05 13:32:18.438917
2017-10-05 13:32:18.475919
2017-10-05 13:32:18.504921
2017-10-05 13:32:18.533922
2017-10-05 13:32:18.564924
2017-10-05 13:32:18.597926
2017-10-05 13:32:18.630928
2017-10-05 13:32:18.668930
2017-10-05 13:32:18.702932
2017-10-05 13:32:18.746934
2017-10-05 13:32:18.770936
2017-10-05 13:32:18.801938
2017-10-05 13:32:18.833939
2017-10-05 13:32:18.869941
2017-10-05 13:32:18.898943
2017-10-05 13:32:18.931945
2017-10-05 13:32:18.964947
2017-10-05 13:32:18.998949
2017-10-05 13:32:19.033951
2017-10-05 13:32:19.082954
2017-10-05 13:32:19.099955
2017-10-05 13:32:19.131956
2017-10-05 13:32:19.165958
2017-10-05 13:32:19.198960
2017-10-05 13:32:19.231962
2017-10-05 13:32:19.268964
2017-10-05 13:32:19.302966
2017-10-05 13:32:19.332968
2017-10-05 13:32:19.366970
2017-10-05 13:32:19.402972
2017-10-05 13:32:19.434974
2017-10-05 13:32:19.466976
2017-10-05 13:32:19.504978
2017-10-05 13:32:19.536980
2017-10-05 13:32:19.571982
2017-10-05 13:32:19.599983
2017-10-05 13:32:19.632985
2017-10-05 13:32:19.677988
2017-10-05 13:32:19.718990
2017-10-05 13:32:19.732991
2017-10-05 13:32:19.765993
2017-10-05 13:32:19.801995
2017-10-05 13:32:19.836997
2017-10-05 13:32:19.865998
2017-10-05 13:32:19.900000
2017-10-05 13:32:19.933002
2017-10-05 13:32:19.970004
2017-10-05 13:32:20.005006
2017-10-05 13:32:20.033008
2017-10-05 13:32:20.066010
2017-10-05 13:32:20.100012
2017-10-05 13:32:20.133014
2017-10-05 13:32:20.167016
2017-10-05 13:32:20.206018
2017-10-05 13:32:20.238020
2017-10-05 13:32:20.267021
2017-10-05 13:32:20.302023
2017-10-05 13:32:20.341026
2017-10-05 13:32:20.370027
2017-10-05 13:32:20.401029
2017-10-05 13:32:20.433031
2017-10-05 13:32:20.466033
2017-10-05 13:32:20.500035
2017-10-05 13:32:20.537037
2017-10-05 13:32:20.573039
2017-10-05 13:32:20.601040
2017-10-05 13:32:20.634042
2017-10-05 13:32:20.669044
2017-10-05 13:32:20.706046
2017-10-05 13:32:20.735048
2017-10-05 13:32:20.767050
2017-10-05 13:32:20.801052
2017-10-05 13:32:20.835054
2017-10-05 13:32:20.868056
2017-10-05 13:32:20.905058
2017-10-05 13:32:20.944060
2017-10-05 13:32:20.967061
2017-10-05 13:32:21.000063
2017-10-05 13:32:21.036065
2017-10-05 13:32:21.068067
2017-10-05 13:32:21.102069
2017-10-05 13:32:21.134071
2017-10-05 13:32:21.169073
2017-10-05 13:32:21.203075
2017-10-05 13:32:21.235077
2017-10-05 13:32:21.274079
2017-10-05 13:32:21.308081
2017-10-05 13:32:21.338083
