


################################################################################
################################################################################
			Nova Captura
2017-10-05 13:41:43.711249
2017-10-05 13:41:43.744250
2017-10-05 13:41:43.774252
2017-10-05 13:41:43.809254
2017-10-05 13:41:43.846256
2017-10-05 13:41:43.879258
2017-10-05 13:41:43.909260
2017-10-05 13:41:43.940262
2017-10-05 13:41:43.974264
2017-10-05 13:41:44.007265
2017-10-05 13:41:44.040267
2017-10-05 13:41:44.078269
2017-10-05 13:41:44.109271
2017-10-05 13:41:44.142273
2017-10-05 13:41:44.175275
2017-10-05 13:41:44.208277
2017-10-05 13:41:44.242279
2017-10-05 13:41:44.275281
2017-10-05 13:41:44.308283
2017-10-05 13:41:44.342285
2017-10-05 13:41:44.381287
2017-10-05 13:41:44.408288
2017-10-05 13:41:44.442290
2017-10-05 13:41:44.475292
2017-10-05 13:41:44.508294
2017-10-05 13:41:44.542296
2017-10-05 13:41:44.575298
2017-10-05 13:41:44.609300
2017-10-05 13:41:44.642302
2017-10-05 13:41:44.675304
2017-10-05 13:41:44.711306
2017-10-05 13:41:44.746308
2017-10-05 13:41:44.780310
2017-10-05 13:41:44.814312
2017-10-05 13:41:44.848314
2017-10-05 13:41:44.875315
2017-10-05 13:41:44.908317
2017-10-05 13:41:44.942319
2017-10-05 13:41:44.975321
2017-10-05 13:41:45.014323
2017-10-05 13:41:45.046325
2017-10-05 13:41:45.080327
2017-10-05 13:41:45.114329
2017-10-05 13:41:45.147331
2017-10-05 13:41:45.175332
2017-10-05 13:41:45.208334
2017-10-05 13:41:45.241336
2017-10-05 13:41:45.275338
2017-10-05 13:41:45.315340
2017-10-05 13:41:45.348342
2017-10-05 13:41:45.385344
2017-10-05 13:41:45.411346
2017-10-05 13:41:45.444348
2017-10-05 13:41:45.477350
2017-10-05 13:41:45.511351
2017-10-05 13:41:45.544353
2017-10-05 13:41:45.578355
2017-10-05 13:41:45.615357
2017-10-05 13:41:45.647359
2017-10-05 13:41:45.677361
2017-10-05 13:41:45.710363
2017-10-05 13:41:45.744365
2017-10-05 13:41:45.777367
2017-10-05 13:41:45.810369
2017-10-05 13:41:45.844371
2017-10-05 13:41:45.879373
2017-10-05 13:41:45.909374
2017-10-05 13:41:45.942376
2017-10-05 13:41:45.975378
2017-10-05 13:41:46.008380
2017-10-05 13:41:46.042382
2017-10-05 13:41:46.075384
2017-10-05 13:41:46.108386
2017-10-05 13:41:46.142388
2017-10-05 13:41:46.175389
2017-10-05 13:41:46.215392
2017-10-05 13:41:46.249394
2017-10-05 13:41:46.283396
2017-10-05 13:41:46.315397
2017-10-05 13:41:46.342399
2017-10-05 13:41:46.375401
2017-10-05 13:41:46.409403
2017-10-05 13:41:46.442405
2017-10-05 13:41:46.481407
2017-10-05 13:41:46.515409
2017-10-05 13:41:46.548411
2017-10-05 13:41:46.582413
2017-10-05 13:41:46.617415
2017-10-05 13:41:46.656417
2017-10-05 13:41:46.678418
2017-10-05 13:41:46.711420
2017-10-05 13:41:46.745422
2017-10-05 13:41:46.780424
2017-10-05 13:41:46.816426
2017-10-05 13:41:46.848428
2017-10-05 13:41:46.882430
2017-10-05 13:41:46.914432
2017-10-05 13:41:46.943433
2017-10-05 13:41:46.980435
2017-10-05 13:41:47.014437
2017-10-05 13:41:47.047439
2017-10-05 13:41:47.080441
2017-10-05 13:41:47.114443
2017-10-05 13:41:47.154445
2017-10-05 13:41:47.177447
2017-10-05 13:41:47.210449
2017-10-05 13:41:47.243451
2017-10-05 13:41:47.277452
2017-10-05 13:41:47.310454
2017-10-05 13:41:47.344456
2017-10-05 13:41:47.378458
2017-10-05 13:41:47.411460
2017-10-05 13:41:47.444462
2017-10-05 13:41:47.478464
2017-10-05 13:41:47.510466
2017-10-05 13:41:47.544468
2017-10-05 13:41:47.583470
2017-10-05 13:41:47.616472
2017-10-05 13:41:47.650474
2017-10-05 13:41:47.678475
2017-10-05 13:41:47.716478
2017-10-05 13:41:47.749479
2017-10-05 13:41:47.783481
2017-10-05 13:41:47.816483
2017-10-05 13:41:47.849485
2017-10-05 13:41:47.884487
2017-10-05 13:41:47.920489
2017-10-05 13:41:47.946491
2017-10-05 13:41:47.982493
2017-10-05 13:41:48.016495
2017-10-05 13:41:48.050497
2017-10-05 13:41:48.083499
2017-10-05 13:41:48.116500
2017-10-05 13:41:48.150502
2017-10-05 13:41:48.189505
2017-10-05 13:41:48.211506
2017-10-05 13:41:48.244508
2017-10-05 13:41:48.284510
2017-10-05 13:41:48.318512
2017-10-05 13:41:48.350514
2017-10-05 13:41:48.384516
2017-10-05 13:41:48.420518
2017-10-05 13:41:48.446519
2017-10-05 13:41:48.479521
2017-10-05 13:41:48.516523
2017-10-05 13:41:48.546525
2017-10-05 13:41:48.583527
2017-10-05 13:41:48.618529
2017-10-05 13:41:48.652531
2017-10-05 13:41:48.680533
2017-10-05 13:41:48.710534
2017-10-05 13:41:48.744536
2017-10-05 13:41:48.777538
2017-10-05 13:41:48.813540
2017-10-05 13:41:48.845542
2017-10-05 13:41:48.884544
2017-10-05 13:41:48.917546
2017-10-05 13:41:48.949548
2017-10-05 13:41:48.978550
2017-10-05 13:41:49.017552
2017-10-05 13:41:49.055554
2017-10-05 13:41:49.079556
2017-10-05 13:41:49.117558
2017-10-05 13:41:49.151560
2017-10-05 13:41:49.190562
2017-10-05 13:41:49.214563
2017-10-05 13:41:49.245565
2017-10-05 13:41:49.284567
2017-10-05 13:41:49.317569
2017-10-05 13:41:49.351571
2017-10-05 13:41:49.384573
2017-10-05 13:41:49.415575
2017-10-05 13:41:49.447577
2017-10-05 13:41:49.485579
2017-10-05 13:41:49.520581
2017-10-05 13:41:49.552583
2017-10-05 13:41:49.585584
2017-10-05 13:41:49.620586
2017-10-05 13:41:49.652588
2017-10-05 13:41:49.691591
2017-10-05 13:41:49.716592
2017-10-05 13:41:49.747594
2017-10-05 13:41:49.785596
2017-10-05 13:41:49.819598
2017-10-05 13:41:49.852600
2017-10-05 13:41:49.885602
2017-10-05 13:41:49.920604
2017-10-05 13:41:49.961606
2017-10-05 13:41:49.979607
2017-10-05 13:41:50.013609
2017-10-05 13:41:50.052611
2017-10-05 13:41:50.087613
2017-10-05 13:41:50.119615
2017-10-05 13:41:50.153617
2017-10-05 13:41:50.185619
2017-10-05 13:41:50.214620
2017-10-05 13:41:50.245622
2017-10-05 13:41:50.279624
2017-10-05 13:41:50.316626
2017-10-05 13:41:50.346628
2017-10-05 13:41:50.386630
2017-10-05 13:41:50.419632
2017-10-05 13:41:50.447634
2017-10-05 13:41:50.480636
2017-10-05 13:41:50.519638
2017-10-05 13:41:50.553640
2017-10-05 13:41:50.582642
2017-10-05 13:41:50.619644
2017-10-05 13:41:50.645645
2017-10-05 13:41:50.696648
2017-10-05 13:41:50.715649
2017-10-05 13:41:50.747651
2017-10-05 13:41:50.780653
2017-10-05 13:41:50.814655
2017-10-05 13:41:50.847657
2017-10-05 13:41:50.881659
2017-10-05 13:41:50.914661
2017-10-05 13:41:50.952663
2017-10-05 13:41:50.979664
2017-10-05 13:41:51.017666
2017-10-05 13:41:51.051668
2017-10-05 13:41:51.084670
2017-10-05 13:41:51.117672
2017-10-05 13:41:51.150674
2017-10-05 13:41:51.190676
2017-10-05 13:41:51.216678
2017-10-05 13:41:51.248680
2017-10-05 13:41:51.284682
2017-10-05 13:41:51.317684
2017-10-05 13:41:51.351686
2017-10-05 13:41:51.385687
2017-10-05 13:41:51.418689
2017-10-05 13:41:51.451691
2017-10-05 13:41:51.510695
2017-10-05 13:41:51.514695
2017-10-05 13:41:51.547697
2017-10-05 13:41:51.585699
2017-10-05 13:41:51.615701
2017-10-05 13:41:51.649703
2017-10-05 13:41:51.688705
2017-10-05 13:41:51.724707
2017-10-05 13:41:51.747708
2017-10-05 13:41:51.785710
2017-10-05 13:41:51.817712
2017-10-05 13:41:51.849714
2017-10-05 13:41:51.882716
2017-10-05 13:41:51.920718
2017-10-05 13:41:51.963721
2017-10-05 13:41:51.981722
2017-10-05 13:41:52.015723
2017-10-05 13:41:52.048725
2017-10-05 13:41:52.081727
2017-10-05 13:41:52.115729
2017-10-05 13:41:52.155732
2017-10-05 13:41:52.188733
2017-10-05 13:41:52.222735
2017-10-05 13:41:52.247737
2017-10-05 13:41:52.281739
2017-10-05 13:41:52.314741
2017-10-05 13:41:52.347742
2017-10-05 13:41:52.382744
2017-10-05 13:41:52.414746
2017-10-05 13:41:52.448748
2017-10-05 13:41:52.482750
2017-10-05 13:41:52.515752
2017-10-05 13:41:52.548754
2017-10-05 13:41:52.582756
2017-10-05 13:41:52.615758
2017-10-05 13:41:52.648760
2017-10-05 13:41:52.682762
2017-10-05 13:41:52.715764
2017-10-05 13:41:52.754766
2017-10-05 13:41:52.803769
2017-10-05 13:41:52.816769
2017-10-05 13:41:52.848771
2017-10-05 13:41:52.887773
2017-10-05 13:41:52.918775
2017-10-05 13:41:52.954777
2017-10-05 13:41:52.983779
2017-10-05 13:41:53.017781
2017-10-05 13:41:53.048783
2017-10-05 13:41:53.085785
2017-10-05 13:41:53.116786
2017-10-05 13:41:53.234793
2017-10-05 13:41:53.290796
2017-10-05 13:41:53.323798
2017-10-05 13:41:53.326798
2017-10-05 13:41:53.329799
2017-10-05 13:41:53.349800
2017-10-05 13:41:53.382802
2017-10-05 13:41:53.415804
2017-10-05 13:41:53.448805
2017-10-05 13:41:53.481807
2017-10-05 13:41:53.515809
2017-10-05 13:41:53.550811
2017-10-05 13:41:53.582813
2017-10-05 13:41:53.615815
2017-10-05 13:41:53.656817
2017-10-05 13:41:53.693819
2017-10-05 13:41:53.718821
2017-10-05 13:41:53.751823
2017-10-05 13:41:53.784825
2017-10-05 13:41:53.818827
2017-10-05 13:41:53.850828
2017-10-05 13:41:53.884830
2017-10-05 13:41:53.917832
2017-10-05 13:41:53.957835
2017-10-05 13:41:53.982836
2017-10-05 13:41:54.016838
2017-10-05 13:41:54.049840
2017-10-05 13:41:54.086842
2017-10-05 13:41:54.119844
2017-10-05 13:41:54.152846
2017-10-05 13:41:54.186848
2017-10-05 13:41:54.219850
2017-10-05 13:41:54.255852
2017-10-05 13:41:54.284853
2017-10-05 13:41:54.317855
2017-10-05 13:41:54.351857
2017-10-05 13:41:54.384859
2017-10-05 13:41:54.417861
2017-10-05 13:41:54.451863
2017-10-05 13:41:54.484865
2017-10-05 13:41:54.539868
2017-10-05 13:41:54.552869
2017-10-05 13:41:54.584870
2017-10-05 13:41:54.626873
2017-10-05 13:41:54.652874
2017-10-05 13:41:54.686876
2017-10-05 13:41:54.719878
2017-10-05 13:41:54.757880
2017-10-05 13:41:54.788882
2017-10-05 13:41:54.817884
2017-10-05 13:41:54.852886
2017-10-05 13:41:54.886888
2017-10-05 13:41:54.919890
2017-10-05 13:41:54.952891
2017-10-05 13:41:54.986893
2017-10-05 13:41:55.034896
2017-10-05 13:41:55.052897
2017-10-05 13:41:55.085899
2017-10-05 13:41:55.124901
2017-10-05 13:41:55.156903
2017-10-05 13:41:55.190905
2017-10-05 13:41:55.224907
2017-10-05 13:41:55.256909
2017-10-05 13:41:55.291911
2017-10-05 13:41:55.329913
2017-10-05 13:41:55.351914
2017-10-05 13:41:55.385916
2017-10-05 13:41:55.424918
2017-10-05 13:41:55.456920
2017-10-05 13:41:55.489922
2017-10-05 13:41:55.522924
2017-10-05 13:41:55.555926
2017-10-05 13:41:55.585928
2017-10-05 13:41:55.619930
2017-10-05 13:41:55.656932
2017-10-05 13:41:55.687934
2017-10-05 13:41:55.721935
2017-10-05 13:41:55.754937
2017-10-05 13:41:55.793940
2017-10-05 13:41:55.818941
2017-10-05 13:41:55.851943
2017-10-05 13:41:55.885945
2017-10-05 13:41:55.918947
2017-10-05 13:41:55.956949
2017-10-05 13:41:55.985951
2017-10-05 13:41:56.024953
2017-10-05 13:41:56.059955
2017-10-05 13:41:56.084956
2017-10-05 13:41:56.121958
2017-10-05 13:41:56.155960
2017-10-05 13:41:56.188962
2017-10-05 13:41:56.222964
2017-10-05 13:41:56.259966
2017-10-05 13:41:56.304969
2017-10-05 13:41:56.319970
2017-10-05 13:41:56.352972
2017-10-05 13:41:56.385973
2017-10-05 13:41:56.418975
2017-10-05 13:41:56.452977
2017-10-05 13:41:56.485979
2017-10-05 13:41:56.525981
2017-10-05 13:41:56.556983
2017-10-05 13:41:56.586985
2017-10-05 13:41:56.622987
2017-10-05 13:41:56.652989
2017-10-05 13:41:56.686991
2017-10-05 13:41:56.719993
2017-10-05 13:41:56.752994
2017-10-05 13:41:56.786996
2017-10-05 13:41:56.839999
2017-10-05 13:41:56.854000
2017-10-05 13:41:56.886002
2017-10-05 13:41:56.926004
2017-10-05 13:41:56.960006
2017-10-05 13:41:56.994008
2017-10-05 13:41:57.024010
2017-10-05 13:41:57.057012
2017-10-05 13:41:57.092014
2017-10-05 13:41:57.120015
2017-10-05 13:41:57.153017
2017-10-05 13:41:57.193020
2017-10-05 13:41:57.226022
2017-10-05 13:41:57.260023
2017-10-05 13:41:57.295025
2017-10-05 13:41:57.332028
2017-10-05 13:41:57.356029
2017-10-05 13:41:57.387031
2017-10-05 13:41:57.421033
2017-10-05 13:41:57.458035
2017-10-05 13:41:57.490037
2017-10-05 13:41:57.526039
2017-10-05 13:41:57.560041
2017-10-05 13:41:57.589042
2017-10-05 13:41:57.622044
2017-10-05 13:41:57.655046
2017-10-05 13:41:57.689048
2017-10-05 13:41:57.722050
2017-10-05 13:41:57.756052
2017-10-05 13:41:57.792054
2017-10-05 13:41:57.850057
2017-10-05 13:41:57.856058
2017-10-05 13:41:57.888059
2017-10-05 13:41:57.927062
2017-10-05 13:41:57.961064
2017-10-05 13:41:57.990065
2017-10-05 13:41:58.024067
2017-10-05 13:41:58.057069
2017-10-05 13:41:58.095071
2017-10-05 13:41:58.121073
2017-10-05 13:41:58.155075
2017-10-05 13:41:58.188077
2017-10-05 13:41:58.224079
2017-10-05 13:41:58.258081
2017-10-05 13:41:58.291082
2017-10-05 13:41:58.324084
2017-10-05 13:41:58.359086
2017-10-05 13:41:58.389088
2017-10-05 13:41:58.425090
2017-10-05 13:41:58.457092
2017-10-05 13:41:58.490094
2017-10-05 13:41:58.523096
2017-10-05 13:41:58.562098
2017-10-05 13:41:58.592100
2017-10-05 13:41:58.624101
2017-10-05 13:41:58.656103
2017-10-05 13:41:58.690105
2017-10-05 13:41:58.727107
2017-10-05 13:41:58.761109
2017-10-05 13:41:58.796111
2017-10-05 13:41:58.827113
2017-10-05 13:41:58.859115
2017-10-05 13:41:58.889117
2017-10-05 13:41:58.923119
2017-10-05 13:41:58.956120
2017-10-05 13:41:58.995123
2017-10-05 13:41:59.028125
2017-10-05 13:41:59.061126
2017-10-05 13:41:59.095128
2017-10-05 13:41:59.123130
2017-10-05 13:41:59.157132
2017-10-05 13:41:59.190134
2017-10-05 13:41:59.224136
2017-10-05 13:41:59.257138
2017-10-05 13:41:59.296140
2017-10-05 13:41:59.328142
2017-10-05 13:41:59.358143
2017-10-05 13:41:59.391145
2017-10-05 13:41:59.425147
2017-10-05 13:41:59.458149
2017-10-05 13:41:59.492151
2017-10-05 13:41:59.524153
2017-10-05 13:41:59.562155
2017-10-05 13:41:59.597157
2017-10-05 13:41:59.622159
2017-10-05 13:41:59.659161
2017-10-05 13:41:59.693163
2017-10-05 13:41:59.726165
2017-10-05 13:41:59.759166
2017-10-05 13:41:59.793168
2017-10-05 13:41:59.826170
2017-10-05 13:41:59.859172
2017-10-05 13:41:59.896174
2017-10-05 13:41:59.929176
2017-10-05 13:41:59.962178
2017-10-05 13:41:59.996180
2017-10-05 13:42:00.029182
2017-10-05 13:42:00.062184
2017-10-05 13:42:00.105186
2017-10-05 13:42:00.127187
2017-10-05 13:42:00.157189
2017-10-05 13:42:00.194191
2017-10-05 13:42:00.228193
2017-10-05 13:42:00.261195
2017-10-05 13:42:00.294197
2017-10-05 13:42:00.328199
2017-10-05 13:42:00.374202
2017-10-05 13:42:00.392203
2017-10-05 13:42:00.423204
2017-10-05 13:42:00.456206
2017-10-05 13:42:00.492208
2017-10-05 13:42:00.525210
2017-10-05 13:42:00.558212
2017-10-05 13:42:00.592214
2017-10-05 13:42:00.623216
2017-10-05 13:42:00.700220
2017-10-05 13:42:00.702220
2017-10-05 13:42:00.775225
2017-10-05 13:42:00.816227
2017-10-05 13:42:00.890231
2017-10-05 13:42:00.893231
2017-10-05 13:42:00.933234
2017-10-05 13:42:00.957235
2017-10-05 13:42:00.989237
2017-10-05 13:42:01.023239
2017-10-05 13:42:01.063241
2017-10-05 13:42:01.096243
2017-10-05 13:42:01.130245
2017-10-05 13:42:01.159246
2017-10-05 13:42:01.192248
2017-10-05 13:42:01.225250
2017-10-05 13:42:01.259252
2017-10-05 13:42:01.292254
2017-10-05 13:42:01.323256
2017-10-05 13:42:01.363258
2017-10-05 13:42:01.396260
2017-10-05 13:42:01.425262
2017-10-05 13:42:01.464264
2017-10-05 13:42:01.500266
2017-10-05 13:42:01.525267
2017-10-05 13:42:01.564270
2017-10-05 13:42:01.758281
2017-10-05 13:42:02.731336
2017-10-05 13:42:02.762338
2017-10-05 13:42:02.795340
2017-10-05 13:42:02.831342
2017-10-05 13:42:02.861344
2017-10-05 13:42:02.892346
2017-10-05 13:42:02.965350
2017-10-05 13:42:03.058355
2017-10-05 13:42:03.062355
2017-10-05 13:42:03.116358
2017-10-05 13:42:03.138360
2017-10-05 13:42:03.210364
2017-10-05 13:42:03.211364
2017-10-05 13:42:03.225365
2017-10-05 13:42:03.260367
2017-10-05 13:42:03.293369
2017-10-05 13:42:03.326370
2017-10-05 13:42:03.359372
2017-10-05 13:42:03.392374
2017-10-05 13:42:03.430376
2017-10-05 13:42:03.460378
2017-10-05 13:42:03.493380
2017-10-05 13:42:03.532382
2017-10-05 13:42:03.565384
2017-10-05 13:42:03.601386
2017-10-05 13:42:03.634388
2017-10-05 13:42:03.667390
2017-10-05 13:42:03.719393
2017-10-05 13:42:03.726393
2017-10-05 13:42:03.759395
2017-10-05 13:42:03.797397
2017-10-05 13:42:03.827399
2017-10-05 13:42:03.860401
2017-10-05 13:42:03.894403
2017-10-05 13:42:03.927405
2017-10-05 13:42:03.959407
2017-10-05 13:42:03.996409
2017-10-05 13:42:04.027411
2017-10-05 13:42:04.061412
2017-10-05 13:42:04.095414
2017-10-05 13:42:04.127416
2017-10-05 13:42:04.163418
2017-10-05 13:42:04.193420
2017-10-05 13:42:04.226422
2017-10-05 13:42:04.262424
2017-10-05 13:42:04.295426
2017-10-05 13:42:04.329428
2017-10-05 13:42:04.362430
2017-10-05 13:42:04.395432
2017-10-05 13:42:04.430434
2017-10-05 13:42:04.460435
2017-10-05 13:42:04.493437
2017-10-05 13:42:04.536440
2017-10-05 13:42:04.561441
2017-10-05 13:42:04.594443
2017-10-05 13:42:04.634445
2017-10-05 13:42:04.675448
2017-10-05 13:42:04.699449
2017-10-05 13:42:04.729451
2017-10-05 13:42:04.772453
2017-10-05 13:42:04.794454
2017-10-05 13:42:04.827456
2017-10-05 13:42:04.865458
2017-10-05 13:42:04.895460
2017-10-05 13:42:04.935462
2017-10-05 13:42:04.962464
2017-10-05 13:42:04.994466
2017-10-05 13:42:05.034468
2017-10-05 13:42:05.067470
2017-10-05 13:42:05.100472
2017-10-05 13:42:05.134474
2017-10-05 13:42:05.170476
2017-10-05 13:42:05.200478
2017-10-05 13:42:05.245480
2017-10-05 13:42:05.260481
2017-10-05 13:42:05.294483
2017-10-05 13:42:05.327485
2017-10-05 13:42:05.363487
2017-10-05 13:42:05.396489
2017-10-05 13:42:05.436491
2017-10-05 13:42:05.547497
2017-10-05 13:42:05.557498
2017-10-05 13:42:05.570499
2017-10-05 13:42:05.642503
2017-10-05 13:42:05.662504
2017-10-05 13:42:05.695506
2017-10-05 13:42:05.728508
2017-10-05 13:42:05.761510
2017-10-05 13:42:05.794512
2017-10-05 13:42:05.829514
2017-10-05 13:42:05.866516
2017-10-05 13:42:05.897517
2017-10-05 13:42:05.931519
2017-10-05 13:42:05.962521
2017-10-05 13:42:05.996523
2017-10-05 13:42:06.033525
2017-10-05 13:42:06.063527
2017-10-05 13:42:06.098529
2017-10-05 13:42:06.135531
2017-10-05 13:42:06.175533
2017-10-05 13:42:06.201535
2017-10-05 13:42:06.228536
2017-10-05 13:42:06.267539
2017-10-05 13:42:06.300541
2017-10-05 13:42:06.335543
2017-10-05 13:42:06.367544
2017-10-05 13:42:06.399546
2017-10-05 13:42:06.433548
2017-10-05 13:42:06.462550
2017-10-05 13:42:06.495552
2017-10-05 13:42:06.533554
2017-10-05 13:42:06.566556
2017-10-05 13:42:06.599558
2017-10-05 13:42:06.633560
2017-10-05 13:42:06.664561
2017-10-05 13:42:06.707564
2017-10-05 13:42:06.732565
2017-10-05 13:42:06.763567
2017-10-05 13:42:06.804569
2017-10-05 13:42:06.836571
2017-10-05 13:42:06.869573
2017-10-05 13:42:06.903575
2017-10-05 13:42:06.933577
2017-10-05 13:42:06.966579
2017-10-05 13:42:06.998580
2017-10-05 13:42:07.036583
2017-10-05 13:42:07.069585
2017-10-05 13:42:07.120587
2017-10-05 13:42:07.129588
2017-10-05 13:42:07.162590
2017-10-05 13:42:07.210593
2017-10-05 13:42:07.236594
2017-10-05 13:42:07.263596
2017-10-05 13:42:07.296598
2017-10-05 13:42:07.336600
2017-10-05 13:42:07.369602
2017-10-05 13:42:07.520610
2017-10-05 13:42:07.522610
2017-10-05 13:42:08.498666
2017-10-05 13:42:08.532668
2017-10-05 13:42:08.565670
2017-10-05 13:42:08.605672
2017-10-05 13:42:08.639674
2017-10-05 13:42:08.668676
2017-10-05 13:42:08.698678
2017-10-05 13:42:08.827685
2017-10-05 13:42:08.828685
2017-10-05 13:42:08.843686
2017-10-05 13:42:08.864687
2017-10-05 13:42:08.903689
2017-10-05 13:42:08.937691
2017-10-05 13:42:08.966693
2017-10-05 13:42:08.998695
2017-10-05 13:42:09.036697
2017-10-05 13:42:09.065699
2017-10-05 13:42:09.099701
2017-10-05 13:42:09.181705
2017-10-05 13:42:09.191706
2017-10-05 13:42:09.217707
2017-10-05 13:42:09.302712
2017-10-05 13:42:09.302712
2017-10-05 13:42:09.317713
2017-10-05 13:42:09.332714
2017-10-05 13:42:09.365716
2017-10-05 13:42:09.398718
2017-10-05 13:42:09.431720
2017-10-05 13:42:09.465722
2017-10-05 13:42:09.499724
2017-10-05 13:42:09.531725
2017-10-05 13:42:09.564727
2017-10-05 13:42:09.600729
2017-10-05 13:42:09.634731
2017-10-05 13:42:09.670733
2017-10-05 13:42:09.705735
2017-10-05 13:42:09.738737
2017-10-05 13:42:09.772739
2017-10-05 13:42:09.819742
2017-10-05 13:42:09.834743
2017-10-05 13:42:09.865744
2017-10-05 13:42:09.898746
2017-10-05 13:42:09.937749
2017-10-05 13:42:09.965750
2017-10-05 13:42:10.002752
2017-10-05 13:42:10.036754
2017-10-05 13:42:10.065756
2017-10-05 13:42:10.101758
2017-10-05 13:42:10.132760
2017-10-05 13:42:10.166762
2017-10-05 13:42:10.206764
2017-10-05 13:42:10.259767
2017-10-05 13:42:10.293769
2017-10-05 13:42:10.303770
2017-10-05 13:42:10.339772
2017-10-05 13:42:10.376774
2017-10-05 13:42:10.399775
2017-10-05 13:42:10.432777
2017-10-05 13:42:10.470779
2017-10-05 13:42:10.503781
2017-10-05 13:42:10.539783
2017-10-05 13:42:10.570785
2017-10-05 13:42:10.601787
2017-10-05 13:42:10.634788
2017-10-05 13:42:10.674791
2017-10-05 13:42:10.720793
2017-10-05 13:42:10.753795
2017-10-05 13:42:10.785797
2017-10-05 13:42:10.802798
2017-10-05 13:42:10.832800
2017-10-05 13:42:10.866802
2017-10-05 13:42:10.906804
2017-10-05 13:42:10.939806
2017-10-05 13:42:10.973808
2017-10-05 13:42:11.007810
2017-10-05 13:42:11.037811
2017-10-05 13:42:11.072813
2017-10-05 13:42:11.101815
2017-10-05 13:42:11.134817
2017-10-05 13:42:11.174819
2017-10-05 13:42:11.206821
2017-10-05 13:42:11.239823
2017-10-05 13:42:11.274825
2017-10-05 13:42:11.318828
2017-10-05 13:42:11.336829
2017-10-05 13:42:11.367830
2017-10-05 13:42:11.401832
2017-10-05 13:42:11.434834
2017-10-05 13:42:11.474836
2017-10-05 13:42:11.504838
2017-10-05 13:42:11.604844
2017-10-05 13:42:11.614844
2017-10-05 13:42:11.622845
2017-10-05 13:42:11.645846
2017-10-05 13:42:11.668848
2017-10-05 13:42:11.702850
2017-10-05 13:42:11.737852
2017-10-05 13:42:11.767853
2017-10-05 13:42:11.800855
2017-10-05 13:42:11.845858
2017-10-05 13:42:11.867859
2017-10-05 13:42:11.939863
2017-10-05 13:42:11.940863
2017-10-05 13:42:12.033868
2017-10-05 13:42:12.059870
2017-10-05 13:42:12.068870
2017-10-05 13:42:12.109873
2017-10-05 13:42:12.135874
2017-10-05 13:42:12.168876
2017-10-05 13:42:12.200878
2017-10-05 13:42:12.239880
2017-10-05 13:42:12.273882
2017-10-05 13:42:12.302884
2017-10-05 13:42:12.334886
2017-10-05 13:42:12.367888
2017-10-05 13:42:12.404890
2017-10-05 13:42:12.434891
2017-10-05 13:42:12.467893
2017-10-05 13:42:12.501895
2017-10-05 13:42:12.534897
2017-10-05 13:42:12.567899
2017-10-05 13:42:12.601901
2017-10-05 13:42:12.637903
2017-10-05 13:42:12.675905
2017-10-05 13:42:12.702907
2017-10-05 13:42:12.734909
2017-10-05 13:42:12.767910
2017-10-05 13:42:12.806913
2017-10-05 13:42:12.839915
2017-10-05 13:42:12.881917
2017-10-05 13:42:12.901918
2017-10-05 13:42:12.934920
2017-10-05 13:42:12.968922
2017-10-05 13:42:13.001924
2017-10-05 13:42:13.038926
2017-10-05 13:42:13.072928
2017-10-05 13:42:13.112930
2017-10-05 13:42:13.135931
2017-10-05 13:42:13.207936
2017-10-05 13:42:13.217936
2017-10-05 13:42:13.236937
2017-10-05 13:42:13.273939
2017-10-05 13:42:13.326942
2017-10-05 13:42:13.336943
2017-10-05 13:42:13.370945
2017-10-05 13:42:13.402947
2017-10-05 13:42:13.435949
2017-10-05 13:42:13.469951
2017-10-05 13:42:13.515953
2017-10-05 13:42:13.535954
2017-10-05 13:42:13.568956
2017-10-05 13:42:13.602958
2017-10-05 13:42:13.695964
2017-10-05 13:42:13.696964
2017-10-05 13:42:13.703964
2017-10-05 13:42:13.735966
2017-10-05 13:42:13.770968
2017-10-05 13:42:13.802970
2017-10-05 13:42:13.835972
2017-10-05 13:42:13.869973
2017-10-05 13:42:13.902975
2017-10-05 13:42:13.938977
2017-10-05 13:42:13.972979
2017-10-05 13:42:14.024982
2017-10-05 13:42:14.036983
2017-10-05 13:42:14.069985
2017-10-05 13:42:14.105987
2017-10-05 13:42:14.136989
2017-10-05 13:42:14.175991
2017-10-05 13:42:14.208993
2017-10-05 13:42:14.240995
2017-10-05 13:42:14.273997
2017-10-05 13:42:14.306998
2017-10-05 13:42:14.341000
2017-10-05 13:42:14.377002
2017-10-05 13:42:14.406004
2017-10-05 13:42:14.440006
2017-10-05 13:42:14.477008
2017-10-05 13:42:14.510010
2017-10-05 13:42:14.545012
2017-10-05 13:42:14.577014
2017-10-05 13:42:14.610016
2017-10-05 13:42:14.647018
2017-10-05 13:42:14.672019
2017-10-05 13:42:14.705021
2017-10-05 13:42:14.745024
2017-10-05 13:42:14.778025
2017-10-05 13:42:14.812027
2017-10-05 13:42:14.842029
2017-10-05 13:42:14.878031
2017-10-05 13:42:14.910033
2017-10-05 13:42:14.941035
2017-10-05 13:42:14.975037
2017-10-05 13:42:15.008039
2017-10-05 13:42:15.046041
2017-10-05 13:42:15.077043
2017-10-05 13:42:15.111044
2017-10-05 13:42:15.146046
2017-10-05 13:42:15.173048
2017-10-05 13:42:15.206050
2017-10-05 13:42:15.239052
